YEAR,CAUSE_NAME,region,DEATHS,AADR
2003,All Causes,Ohio,109110,898.5
2002,All Causes,Ohio,109766,916.7
2008,All Causes,Ohio,109767,844.3
2011,All Causes,Ohio,111427,821.8
2012,All Causes,Ohio,112498,817.9
2013,All Causes,Ohio,113258,811.2
2010,All Causes,Pennsylvania,124596,765.9
2009,All Causes,Pennsylvania,124780,775.3
2007,All Causes,Pennsylvania,125104,793.2
2006,All Causes,Pennsylvania,125539,808.4
2012,All Causes,Pennsylvania,126981,759.2
2008,All Causes,Pennsylvania,127462,799.1
2004,All Causes,Pennsylvania,127640,841.3
2011,All Causes,Pennsylvania,128237,776
2013,All Causes,Pennsylvania,129123,761.3
2005,All Causes,Pennsylvania,129532,844.4
2001,All Causes,Pennsylvania,129729,878.5
2003,All Causes,Pennsylvania,129769,860.8
2002,All Causes,Pennsylvania,130223,874.1
1999,All Causes,Pennsylvania,130283,896.4
2000,All Causes,Pennsylvania,130813,891.9
2010,All Causes,New York,146432,665.5
2009,All Causes,New York,146475,674.6
1999,All Causes,Texas,146858,886.6
2007,All Causes,New York,147680,698.9
2008,All Causes,New York,148698,693.7
2006,All Causes,New York,148806,713.7
2012,All Causes,New York,148991,652.1
2011,All Causes,New York,149174,665.4
2000,All Causes,Texas,149939,891
2013,All Causes,New York,150919,649.3
2005,All Causes,New York,152427,738
2004,All Causes,New York,152681,748.4
2001,All Causes,Texas,152779,888.9
2004,All Causes,Texas,152870,835.9
2003,All Causes,Texas,154870,865.1
2002,All Causes,Texas,155524,888.4
2003,All Causes,New York,155877,771.1
2005,All Causes,Texas,156457,832.1
2006,All Causes,Texas,157150,807.7
2002,All Causes,New York,158118,791.4
2000,All Causes,New York,158203,813.6
2001,All Causes,New York,159240,806.6
1999,All Causes,New York,159927,833.4
2007,All Causes,Texas,160548,803.1
1999,All Causes,Florida,163224,812.8
2009,All Causes,Texas,163249,772.1
2000,All Causes,Florida,164395,807.8
2008,All Causes,Texas,164914,803.6
2010,All Causes,Texas,166527,772.3
2001,All Causes,Florida,167269,806.1
2002,All Causes,Florida,167814,796.2
2007,All Causes,Florida,168096,723.3
2011,All Causes,Texas,168640,751.6
2003,All Causes,Florida,168657,786.7
2004,All Causes,Florida,169008,771.6
2009,All Causes,Florida,169924,700.1
2006,All Causes,Florida,170066,745.6
2008,All Causes,Florida,170703,718.1
2005,All Causes,Florida,170791,761.9
2010,All Causes,Florida,173791,701.1
2011,All Causes,Florida,173976,677.1
2012,All Causes,Texas,174187,753.3
2012,All Causes,Florida,177291,669.9
2013,All Causes,Texas,179183,751.6
2013,All Causes,Florida,181112,663.4
1999,All Causes,California,229380,802.3
2000,All Causes,California,229551,787.9
2004,All Causes,California,232525,734.3
2009,All Causes,California,232736,655.5
2007,All Causes,California,233720,691.7
2010,All Causes,California,234012,646.7
2001,All Causes,California,234044,783.2
2002,All Causes,California,234565,770
2008,All Causes,California,234766,677.9
2005,All Causes,California,237037,730.7
2006,All Causes,California,237126,718.2
2003,All Causes,California,239371,768.4
2011,All Causes,California,239942,641.3
2012,All Causes,California,242554,630.4
2013,All Causes,California,248359,630.1
