YEAR,CAUSE_NAME,region,DEATHS,AADR
2009,Unintentional Injuries,Vermont,308,43.53
2009,Unintentional Injuries,Virginia,2622,33.25
2009,Unintentional Injuries,Washington,2696,39.42
2009,Unintentional Injuries,West Virginia,942,48.15
2009,Unintentional Injuries,Wisconsin,2449,40.01
2009,Unintentional Injuries,Wyoming,299,53.69
2010,Unintentional Injuries,Alabama,2394,49.61
2010,Unintentional Injuries,Alaska,366,58.66
2010,Unintentional Injuries,Arizona,3018,46.73
2010,Unintentional Injuries,Arkansas,1461,49.39
2010,Unintentional Injuries,California,10435,27.78
2010,Unintentional Injuries,Colorado,2106,43.49
2010,Unintentional Injuries,Connecticut,1337,33.59
2010,Unintentional Injuries,Delaware,357,39.18
2010,Unintentional Injuries,District of Columbia,212,35.08
2010,Unintentional Injuries,Florida,8875,43.1
2010,Unintentional Injuries,Georgia,3745,40.7
2010,Unintentional Injuries,Hawaii,432,29.62
2010,Unintentional Injuries,Idaho,654,42.14
2010,Unintentional Injuries,Illinois,3997,30.39
2010,Unintentional Injuries,Indiana,2534,38.48
2010,Unintentional Injuries,Iowa,1273,37.23
2010,Unintentional Injuries,Kansas,1317,43.98
2010,Unintentional Injuries,Kentucky,2632,60.54
2010,Unintentional Injuries,Louisiana,1999,44.41
2010,Unintentional Injuries,Maine,540,36.55
2010,Unintentional Injuries,Maryland,1446,24.66
2010,Unintentional Injuries,Massachusetts,2060,28.54
2010,Unintentional Injuries,Michigan,3770,36.23
2010,Unintentional Injuries,Minnesota,2103,36.74
2010,Unintentional Injuries,Mississippi,1685,56.81
2010,Unintentional Injuries,Missouri,2975,47.94
2010,Unintentional Injuries,Montana,548,53.22
2010,Unintentional Injuries,Nebraska,700,35.76
2010,Unintentional Injuries,Nevada,1088,41.32
2010,Unintentional Injuries,New Hampshire,517,37.25
2010,Unintentional Injuries,New Jersey,2486,26.7
2010,Unintentional Injuries,New Mexico,1233,60.73
2010,Unintentional Injuries,New York,5004,24.19
2010,Unintentional Injuries,North Carolina,4144,43.17
2010,Unintentional Injuries,North Dakota,285,38.75
2010,Unintentional Injuries,Ohio,5124,42.36
2010,Unintentional Injuries,Oklahoma,2288,60.32
2010,Unintentional Injuries,Oregon,1566,37.84
2010,Unintentional Injuries,Pennsylvania,5751,41.13
2010,Unintentional Injuries,Rhode Island,475,40.05
2010,Unintentional Injuries,South Carolina,2274,48.86
2010,Unintentional Injuries,South Dakota,393,44.49
2010,Unintentional Injuries,Tennessee,3539,54.9
2010,Unintentional Injuries,Texas,9212,39.04
2010,Unintentional Injuries,Utah,970,40.62
2010,Unintentional Injuries,Vermont,298,42.67
2010,Unintentional Injuries,Virginia,2527,31.64
2010,Unintentional Injuries,Washington,2609,37.59
2010,Unintentional Injuries,West Virginia,1234,63.67
2010,Unintentional Injuries,Wisconsin,2525,40.82
2010,Unintentional Injuries,Wyoming,346,59.82
2011,Unintentional Injuries,Alabama,2662,54.36
2011,Unintentional Injuries,Alaska,385,57.29
2011,Unintentional Injuries,Arizona,3096,46.8
2011,Unintentional Injuries,Arkansas,1510,50.15
2011,Unintentional Injuries,California,10824,28.33
2011,Unintentional Injuries,Colorado,2330,46.47
2011,Unintentional Injuries,Connecticut,1339,33.34
2011,Unintentional Injuries,Delaware,338,36.44
2011,Unintentional Injuries,District of Columbia,185,29.37
2011,Unintentional Injuries,Florida,8901,42.04
2011,Unintentional Injuries,Georgia,3785,40.19
2011,Unintentional Injuries,Hawaii,517,34.35
2011,Unintentional Injuries,Idaho,710,44.7
2011,Unintentional Injuries,Illinois,4166,31.62
2011,Unintentional Injuries,Indiana,2699,40.59
2011,Unintentional Injuries,Iowa,1369,39.57
2011,Unintentional Injuries,Kansas,1333,43.8
2011,Unintentional Injuries,Kentucky,2608,59.52
2011,Unintentional Injuries,Louisiana,2091,45.81
2011,Unintentional Injuries,Maine,574,38.32
2011,Unintentional Injuries,Maryland,1569,26.07
2011,Unintentional Injuries,Massachusetts,2224,30.72
2011,Unintentional Injuries,Michigan,3951,38.02
2011,Unintentional Injuries,Minnesota,2319,39.87
2011,Unintentional Injuries,Mississippi,1724,57.9
2011,Unintentional Injuries,Missouri,3169,50.53
2011,Unintentional Injuries,Montana,609,56.8
2011,Unintentional Injuries,Nebraska,678,33.63
2011,Unintentional Injuries,Nevada,1155,42.8
2011,Unintentional Injuries,New Hampshire,553,38.38
2011,Unintentional Injuries,New Jersey,2685,28.56
2011,Unintentional Injuries,New Mexico,1336,64.38
2011,Unintentional Injuries,New York,5537,26.4
2011,Unintentional Injuries,North Carolina,4297,43.77
2011,Unintentional Injuries,North Dakota,298,39.06
2011,Unintentional Injuries,Ohio,5275,43.44
2011,Unintentional Injuries,Oklahoma,2261,58.77
2011,Unintentional Injuries,Oregon,1722,40.58
2011,Unintentional Injuries,Pennsylvania,6216,44.36
2011,Unintentional Injuries,Rhode Island,541,44.58
2011,Unintentional Injuries,South Carolina,2285,48.17
2011,Unintentional Injuries,South Dakota,411,45.03
2011,Unintentional Injuries,Tennessee,3485,53.33
2011,Unintentional Injuries,Texas,9410,38.66
2011,Unintentional Injuries,Utah,1058,42.92
2011,Unintentional Injuries,Vermont,301,42.38
2011,Unintentional Injuries,Virginia,2809,34.42
2011,Unintentional Injuries,Washington,2709,38.05
2011,Unintentional Injuries,West Virginia,1432,74.8
2011,Unintentional Injuries,Wisconsin,2680,42.82
2011,Unintentional Injuries,Wyoming,317,56.18
2012,Unintentional Injuries,Alabama,2283,46.57
2012,Unintentional Injuries,Alaska,368,54.13
2012,Unintentional Injuries,Arizona,3029,45.14
2012,Unintentional Injuries,Arkansas,1521,49.95
2012,Unintentional Injuries,California,10906,28.02
2012,Unintentional Injuries,Colorado,2403,47.05
2012,Unintentional Injuries,Connecticut,1392,34.65
2012,Unintentional Injuries,Delaware,374,38.83
2012,Unintentional Injuries,District of Columbia,194,31.28
2012,Unintentional Injuries,Florida,8770,39.91
2012,Unintentional Injuries,Georgia,3731,39.02
2012,Unintentional Injuries,Hawaii,458,30.11
2012,Unintentional Injuries,Idaho,699,43.65
2012,Unintentional Injuries,Illinois,4488,33.57
2012,Unintentional Injuries,Indiana,2776,41.42
2012,Unintentional Injuries,Iowa,1369,39.69
2012,Unintentional Injuries,Kansas,1319,43.58
2012,Unintentional Injuries,Kentucky,2741,61.97
2012,Unintentional Injuries,Louisiana,2362,51.05
2012,Unintentional Injuries,Maine,602,40.39
2012,Unintentional Injuries,Maryland,1696,27.72
2012,Unintentional Injuries,Massachusetts,2195,29.84
2012,Unintentional Injuries,Michigan,3805,36.6
2012,Unintentional Injuries,Minnesota,2301,39.06
2012,Unintentional Injuries,Mississippi,1627,54.49
2012,Unintentional Injuries,Missouri,3002,47.84
2012,Unintentional Injuries,Montana,572,52.79
2012,Unintentional Injuries,Nebraska,792,39.81
2012,Unintentional Injuries,Nevada,1177,42.38
2012,Unintentional Injuries,New Hampshire,573,40.13
2012,Unintentional Injuries,New Jersey,2990,31.66
2012,Unintentional Injuries,New Mexico,1351,64.95
2012,Unintentional Injuries,New York,5786,27.4
2012,Unintentional Injuries,North Carolina,4281,43.02
2012,Unintentional Injuries,North Dakota,318,41.08
2012,Unintentional Injuries,Ohio,5420,44.66
2012,Unintentional Injuries,Oklahoma,2388,61.56
2012,Unintentional Injuries,Oregon,1709,39.86
2012,Unintentional Injuries,Pennsylvania,6334,44.97
2012,Unintentional Injuries,Rhode Island,525,44.09
2012,Unintentional Injuries,South Carolina,2336,48.25
2012,Unintentional Injuries,South Dakota,426,47.42
2012,Unintentional Injuries,Tennessee,3513,53.05
2012,Unintentional Injuries,Texas,9313,37.42
2012,Unintentional Injuries,Utah,1097,44.48
2012,Unintentional Injuries,Vermont,333,47.38
2012,Unintentional Injuries,Virginia,2883,34.53
2012,Unintentional Injuries,Washington,2760,38.31
2012,Unintentional Injuries,West Virginia,1371,70.8
2012,Unintentional Injuries,Wisconsin,2825,44.67
2012,Unintentional Injuries,Wyoming,308,52.92
2013,Unintentional Injuries,Alabama,2329,47.24
2013,Unintentional Injuries,Alaska,353,52.45
2013,Unintentional Injuries,Arizona,3349,48.62
2013,Unintentional Injuries,Arkansas,1373,44.84
2013,Unintentional Injuries,California,11538,29.17
2013,Unintentional Injuries,Colorado,2422,46.42
2013,Unintentional Injuries,Connecticut,1582,39.31
2013,Unintentional Injuries,Delaware,412,42.92
2013,Unintentional Injuries,District of Columbia,216,33.58
2013,Unintentional Injuries,Florida,8736,39.07
2013,Unintentional Injuries,Georgia,3727,38.26
2013,Unintentional Injuries,Hawaii,467,30.1
2013,Unintentional Injuries,Idaho,776,47.69
2013,Unintentional Injuries,Illinois,4511,33.6
2013,Unintentional Injuries,Indiana,2898,43.07
2013,Unintentional Injuries,Iowa,1422,39.97
2013,Unintentional Injuries,Kansas,1359,44.37
2013,Unintentional Injuries,Kentucky,2513,55.71
2013,Unintentional Injuries,Louisiana,2333,50.51
2013,Unintentional Injuries,Maine,644,42.61
2013,Unintentional Injuries,Maryland,1732,27.92
2013,Unintentional Injuries,Massachusetts,2393,32.52
2013,Unintentional Injuries,Michigan,4225,40.05
2013,Unintentional Injuries,Minnesota,2405,40.13
2013,Unintentional Injuries,Mississippi,1692,55.6
2013,Unintentional Injuries,Missouri,2981,47.02
2013,Unintentional Injuries,Montana,623,57.65
2013,Unintentional Injuries,Nebraska,703,34.9
2013,Unintentional Injuries,Nevada,1184,41.94
2013,Unintentional Injuries,New Hampshire,619,42.51
2013,Unintentional Injuries,New Jersey,3028,31.79
2013,Unintentional Injuries,New Mexico,1245,59.03
2013,Unintentional Injuries,New York,5927,27.75
2013,Unintentional Injuries,North Carolina,4324,42.7
2013,Unintentional Injuries,North Dakota,326,41.73
2013,Unintentional Injuries,Ohio,5497,45.03
2013,Unintentional Injuries,Oklahoma,2474,62.7
2013,Unintentional Injuries,Oregon,1755,40.12
2013,Unintentional Injuries,Pennsylvania,6359,44.93
2013,Unintentional Injuries,Rhode Island,537,45.26
2013,Unintentional Injuries,South Carolina,2287,46.63
2013,Unintentional Injuries,South Dakota,425,46.67
2013,Unintentional Injuries,Tennessee,3540,52.73
2013,Unintentional Injuries,Texas,9395,36.96
2013,Unintentional Injuries,Utah,1103,43.39
2013,Unintentional Injuries,Vermont,352,49.62
2013,Unintentional Injuries,Virginia,2951,34.85
2013,Unintentional Injuries,Washington,2826,38.74
2013,Unintentional Injuries,West Virginia,1395,71.66
2013,Unintentional Injuries,Wisconsin,2969,46.79
2013,Unintentional Injuries,Wyoming,325,55.24
